ticket_type,creation_date,view_date,action_date,customer_satisfaction,customer_problem_resolved,user_actioned,user_team
web_form,2023-06-22 11:36:00.000000000,2023-06-23 16:06:09.610829636,2023-06-23 16:43:09.610829636,2,False,907d7a,green
email,2023-06-22 21:59:00.000000000,2023-06-23 16:44:09.610829636,2023-06-23 17:09:09.610829636,1,False,907d7a,green
email,2023-06-23 11:43:00.000000000,2023-06-24 08:37:00.000000000,2023-06-24 09:09:00.000000000,1,False,907d7a,green
email,2023-06-19 16:48:00.000000000,2023-06-24 09:10:00.000000000,2023-06-24 09:41:00.000000000,2,False,907d7a,green
web_form,2023-06-23 13:33:00.000000000,2023-06-24 09:45:00.000000000,2023-06-24 10:16:00.000000000,1,False,907d7a,green
web_form,2023-06-23 15:41:00.000000000,2023-06-24 10:18:00.000000000,2023-06-24 10:49:00.000000000,2,False,907d7a,green
email,2023-06-22 20:54:00.000000000,2023-06-24 10:53:00.000000000,2023-06-24 11:22:00.000000000,1,True,907d7a,green
email,2023-06-24 10:59:00.000000000,2023-06-24 11:26:00.000000000,2023-06-24 12:00:00.000000000,4,True,907d7a,green
web_form,2023-06-23 18:14:00.000000000,2023-06-24 12:59:09.637751468,2023-06-24 13:28:09.637751468,1,False,907d7a,green
email,2023-06-24 10:06:00.000000000,2023-06-24 13:33:09.637751468,2023-06-24 14:03:09.637751468,1,False,907d7a,green
web_form,2023-06-22 13:24:00.000000000,2023-06-24 14:05:09.637751468,2023-06-24 14:29:09.637751468,1,False,907d7a,green
live_chat,2023-06-24 14:35:09.637751468,2023-06-24 14:35:09.637751468,2023-06-24 14:52:09.637751468,2,False,907d7a,green
email,2023-06-22 09:06:00.000000000,2023-06-24 14:59:09.637751468,2023-06-24 15:29:09.637751468,1,False,907d7a,green
web_form,2023-06-20 08:34:00.000000000,2023-06-24 15:34:09.637751468,2023-06-24 16:01:09.637751468,1,False,907d7a,green
email,2023-06-24 15:44:00.000000000,2023-06-24 16:05:09.637751468,2023-06-24 16:40:09.637751468,1,False,907d7a,green
email,2023-06-22 13:39:00.000000000,2023-06-24 16:46:09.637751468,2023-06-24 17:31:09.637751468,1,False,907d7a,green
email,2023-06-21 14:16:00.000000000,2023-06-24 17:36:09.637751468,2023-06-24 18:05:09.637751468,1,False,907d7a,green
email,2023-06-24 22:12:00.000000000,2023-06-25 08:37:00.000000000,2023-06-25 09:02:00.000000000,1,False,907d7a,green
email,2023-06-22 08:23:00.000000000,2023-06-25 09:08:00.000000000,2023-06-25 09:35:00.000000000,1,False,907d7a,green
web_form,2023-06-24 14:50:00.000000000,2023-06-25 09:41:00.000000000,2023-06-25 10:20:00.000000000,2,True,907d7a,green
email,2023-06-23 08:30:00.000000000,2023-06-25 10:23:00.000000000,2023-06-25 10:57:00.000000000,2,False,907d7a,green
email,2023-06-22 14:13:00.000000000,2023-06-25 10:59:00.000000000,2023-06-25 11:36:00.000000000,1,False,907d7a,green
email,2023-06-23 08:44:00.000000000,2023-06-25 11:39:00.000000000,2023-06-25 12:05:00.000000000,1,True,907d7a,green
web_form,2023-06-24 20:24:00.000000000,2023-06-25 12:46:44.153108166,2023-06-25 13:13:44.153108166,2,False,907d7a,green
email,2023-06-25 10:51:00.000000000,2023-06-25 13:14:44.153108166,2023-06-25 13:49:44.153108166,1,False,907d7a,green
web_form,2023-06-23 17:43:00.000000000,2023-06-25 13:52:44.153108166,2023-06-25 14:20:44.153108166,1,True,907d7a,green
web_form,2023-06-23 13:57:00.000000000,2023-06-25 14:27:44.153108166,2023-06-25 14:53:44.153108166,1,False,907d7a,green
email,2023-06-25 13:57:00.000000000,2023-06-25 14:58:44.153108166,2023-06-25 15:32:44.153108166,1,False,907d7a,green
web_form,2023-06-25 00:02:00.000000000,2023-06-25 15:36:44.153108166,2023-06-25 16:04:44.153108166,1,False,907d7a,green
email,2023-06-24 10:50:00.000000000,2023-06-25 16:07:44.153108166,2023-06-25 16:46:44.153108166,2,False,907d7a,green
email,2023-06-26 07:41:00.000000000,2023-06-26 08:33:00.000000000,2023-06-26 09:09:00.000000000,2,False,907d7a,green
email,2023-06-25 06:49:00.000000000,2023-06-26 09:13:00.000000000,2023-06-26 09:41:00.000000000,4,True,907d7a,green
web_form,2023-06-22 16:37:00.000000000,2023-06-26 09:44:00.000000000,2023-06-26 10:09:00.000000000,4,True,907d7a,green
email,2023-06-26 05:11:00.000000000,2023-06-26 10:11:00.000000000,2023-06-26 10:37:00.000000000,2,False,907d7a,green
email,2023-06-24 15:41:00.000000000,2023-06-26 10:43:00.000000000,2023-06-26 11:18:00.000000000,2,False,907d7a,green
email,2023-06-25 09:40:00.000000000,2023-06-26 11:23:00.000000000,2023-06-26 11:55:00.000000000,1,False,907d7a,green
web_form,2023-06-22 08:49:00.000000000,2023-06-26 12:52:04.217762477,2023-06-26 13:23:04.217762477,3,True,907d7a,green
email,2023-06-25 16:56:00.000000000,2023-06-26 13:25:04.217762477,2023-06-26 14:04:04.217762477,1,False,907d7a,green
email,2023-06-25 10:35:00.000000000,2023-06-26 14:07:04.217762477,2023-06-26 14:38:04.217762477,1,False,907d7a,green
web_form,2023-06-23 19:46:00.000000000,2023-06-26 14:39:04.217762477,2023-06-26 15:06:04.217762477,1,True,907d7a,green
web_form,2023-06-24 18:05:00.000000000,2023-06-26 15:09:04.217762477,2023-06-26 15:44:04.217762477,1,False,907d7a,green
email,2023-06-26 15:34:00.000000000,2023-06-26 15:46:04.217762477,2023-06-26 16:20:04.217762477,1,False,907d7a,green
email,2023-06-24 11:11:00.000000000,2023-06-26 16:21:04.217762477,2023-06-26 17:06:04.217762477,4,True,907d7a,green
web_form,2023-06-24 07:25:00.000000000,2023-06-27 08:33:00.000000000,2023-06-27 08:52:00.000000000,2,False,907d7a,green
email,2023-06-26 11:34:00.000000000,2023-06-27 08:55:00.000000000,2023-06-27 09:31:00.000000000,2,False,907d7a,green
web_form,2023-06-26 07:47:00.000000000,2023-06-27 09:33:00.000000000,2023-06-27 10:03:00.000000000,4,True,907d7a,green
email,2023-06-25 14:06:00.000000000,2023-06-27 10:05:00.000000000,2023-06-27 10:27:00.000000000,2,False,907d7a,green
web_form,2023-06-26 17:17:00.000000000,2023-06-27 10:32:00.000000000,2023-06-27 11:01:00.000000000,1,False,907d7a,green
email,2023-06-27 10:36:00.000000000,2023-06-27 11:05:00.000000000,2023-06-27 11:36:00.000000000,3,False,907d7a,green
web_form,2023-06-25 06:34:00.000000000,2023-06-27 11:37:00.000000000,2023-06-27 12:06:00.000000000,2,False,907d7a,green
email,2023-06-27 12:14:00.000000000,2023-06-27 13:14:30.793397412,2023-06-27 13:49:30.793397412,1,False,907d7a,green
email,2023-06-27 10:16:00.000000000,2023-06-27 13:52:30.793397412,2023-06-27 14:23:30.793397412,3,True,907d7a,green
email,2023-06-26 17:22:00.000000000,2023-06-27 14:27:30.793397412,2023-06-27 15:03:30.793397412,1,False,907d7a,green
email,2023-06-26 14:27:00.000000000,2023-06-27 15:10:30.793397412,2023-06-27 15:41:30.793397412,1,True,907d7a,green
email,2023-06-27 15:40:00.000000000,2023-06-27 15:44:30.793397412,2023-06-27 16:22:30.793397412,1,True,907d7a,green
web_form,2023-06-25 13:53:00.000000000,2023-06-27 16:27:30.793397412,2023-06-27 16:57:30.793397412,3,False,907d7a,green
email,2023-06-27 19:38:00.000000000,2023-06-28 08:35:00.000000000,2023-06-28 09:11:00.000000000,1,False,907d7a,green
email,2023-06-26 17:12:00.000000000,2023-06-28 09:20:00.000000000,2023-06-28 09:55:00.000000000,1,False,907d7a,green
email,2023-06-27 13:52:00.000000000,2023-06-28 10:00:00.000000000,2023-06-28 10:23:00.000000000,2,False,907d7a,green
email,2023-06-27 19:33:00.000000000,2023-06-28 10:26:00.000000000,2023-06-28 11:00:00.000000000,1,False,907d7a,green
web_form,2023-06-27 22:15:00.000000000,2023-06-28 11:01:00.000000000,2023-06-28 11:21:00.000000000,1,False,907d7a,green
email,2023-06-27 14:55:00.000000000,2023-06-28 11:23:00.000000000,2023-06-28 11:54:00.000000000,1,False,907d7a,green
email,2023-06-28 09:36:00.000000000,2023-06-28 12:42:46.762309460,2023-06-28 13:23:46.762309460,1,False,907d7a,green
web_form,2023-06-28 09:16:00.000000000,2023-06-28 13:25:46.762309460,2023-06-28 13:55:46.762309460,2,False,907d7a,green
web_form,2023-06-28 10:56:00.000000000,2023-06-28 13:58:46.762309460,2023-06-28 14:27:46.762309460,5,True,907d7a,green
email,2023-06-27 18:24:00.000000000,2023-06-28 14:36:46.762309460,2023-06-28 15:03:46.762309460,3,False,907d7a,green
live_chat,2023-06-28 15:09:46.762309460,2023-06-28 15:09:46.762309460,2023-06-28 15:24:46.762309460,1,False,907d7a,green
web_form,2023-06-27 10:23:00.000000000,2023-06-28 15:30:46.762309460,2023-06-28 16:02:46.762309460,1,False,907d7a,green
live_chat,2023-06-28 16:03:46.762309460,2023-06-28 16:03:46.762309460,2023-06-28 16:26:46.762309460,1,False,907d7a,green
email,2023-06-28 07:36:00.000000000,2023-06-28 16:29:46.762309460,2023-06-28 16:56:46.762309460,1,False,907d7a,green
web_form,2023-06-28 07:36:00.000000000,2023-06-28 17:00:46.762309460,2023-06-28 17:32:46.762309460,4,True,907d7a,green
web_form,2023-06-27 05:27:00.000000000,2023-06-29 08:32:00.000000000,2023-06-29 08:55:00.000000000,1,False,907d7a,green
email,2023-06-28 19:29:00.000000000,2023-06-29 09:00:00.000000000,2023-06-29 09:31:00.000000000,3,True,907d7a,green
email,2023-06-27 11:56:00.000000000,2023-06-29 09:33:00.000000000,2023-06-29 10:09:00.000000000,1,False,907d7a,green
web_form,2023-06-28 18:36:00.000000000,2023-06-29 10:13:00.000000000,2023-06-29 10:38:00.000000000,4,True,907d7a,green
web_form,2023-06-28 18:20:00.000000000,2023-06-29 10:41:00.000000000,2023-06-29 11:11:00.000000000,4,False,907d7a,green
web_form,2023-06-28 03:16:00.000000000,2023-06-29 11:14:00.000000000,2023-06-29 11:47:00.000000000,2,False,907d7a,green
email,2023-06-28 22:36:00.000000000,2023-06-29 11:52:00.000000000,2023-06-29 12:22:00.000000000,1,False,907d7a,green
web_form,2023-06-29 11:54:00.000000000,2023-06-29 13:31:51.234248825,2023-06-29 14:02:51.234248825,1,False,907d7a,green
web_form,2023-06-27 03:16:00.000000000,2023-06-29 14:08:51.234248825,2023-06-29 14:38:51.234248825,1,False,907d7a,green
email,2023-06-28 10:31:00.000000000,2023-06-29 14:41:51.234248825,2023-06-29 15:18:51.234248825,1,False,907d7a,green
email,2023-06-23 12:10:00.000000000,2023-06-29 15:23:51.234248825,2023-06-29 15:55:51.234248825,1,False,907d7a,green
email,2023-06-28 08:58:00.000000000,2023-06-29 15:59:51.234248825,2023-06-29 16:28:51.234248825,1,True,907d7a,green
email,2023-06-28 09:55:00.000000000,2023-06-29 16:33:51.234248825,2023-06-29 17:03:51.234248825,2,True,907d7a,green
email,2023-06-29 14:54:00.000000000,2023-06-30 08:32:00.000000000,2023-06-30 09:03:00.000000000,5,True,907d7a,green
web_form,2023-06-28 13:38:00.000000000,2023-06-30 09:08:00.000000000,2023-06-30 09:34:00.000000000,1,False,907d7a,green
email,2023-06-28 10:01:00.000000000,2023-06-30 09:37:00.000000000,2023-06-30 10:10:00.000000000,3,True,907d7a,green
email,2023-06-26 11:20:00.000000000,2023-06-30 10:14:00.000000000,2023-06-30 10:45:00.000000000,2,False,907d7a,green
web_form,2023-06-30 07:56:00.000000000,2023-06-30 10:50:00.000000000,2023-06-30 11:24:00.000000000,1,True,907d7a,green
email,2023-06-28 02:02:00.000000000,2023-06-30 11:28:00.000000000,2023-06-30 12:00:00.000000000,3,False,907d7a,green
email,2023-06-30 09:28:00.000000000,2023-06-30 12:52:13.415456113,2023-06-30 13:27:13.415456113,1,False,907d7a,green
email,2023-06-28 11:33:00.000000000,2023-06-30 13:30:13.415456113,2023-06-30 13:58:13.415456113,4,True,907d7a,green
web_form,2023-06-28 16:03:00.000000000,2023-06-30 14:04:13.415456113,2023-06-30 14:33:13.415456113,1,False,907d7a,green
email,2023-06-29 22:56:00.000000000,2023-06-30 14:37:13.415456113,2023-06-30 15:05:13.415456113,1,False,907d7a,green
web_form,2023-06-29 07:05:00.000000000,2023-06-30 15:07:13.415456113,2023-06-30 15:26:13.415456113,4,True,907d7a,green
web_form,2023-06-30 09:15:00.000000000,2023-06-30 15:31:13.415456113,2023-06-30 16:04:13.415456113,3,False,907d7a,green
email,2023-06-29 09:25:00.000000000,2023-06-30 16:04:13.415456113,2023-06-30 16:37:13.415456113,2,False,907d7a,green
email,2023-06-28 19:57:00.000000000,2023-07-01 08:33:00.000000000,2023-07-01 09:09:00.000000000,1,False,907d7a,green
web_form,2023-06-30 16:54:00.000000000,2023-07-01 09:10:00.000000000,2023-07-01 09:39:00.000000000,3,False,907d7a,green
email,2023-06-30 12:31:00.000000000,2023-07-01 09:41:00.000000000,2023-07-01 10:14:00.000000000,3,True,907d7a,green
email,2023-06-30 12:20:00.000000000,2023-07-01 10:15:00.000000000,2023-07-01 10:38:00.000000000,3,True,907d7a,green
email,2023-06-27 07:59:00.000000000,2023-07-01 10:39:00.000000000,2023-07-01 11:09:00.000000000,1,False,907d7a,green
web_form,2023-06-27 08:38:00.000000000,2023-07-01 11:14:00.000000000,2023-07-01 11:46:00.000000000,5,True,907d7a,green
email,2023-07-01 10:09:00.000000000,2023-07-01 11:51:00.000000000,2023-07-01 12:19:00.000000000,1,False,907d7a,green
email,2023-07-01 09:47:00.000000000,2023-07-01 13:25:04.635496485,2023-07-01 14:06:04.635496485,4,True,907d7a,green
email,2023-06-30 11:01:00.000000000,2023-07-01 14:06:04.635496485,2023-07-01 14:41:04.635496485,3,True,907d7a,green
email,2023-07-01 09:47:00.000000000,2023-07-01 14:45:04.635496485,2023-07-01 15:16:04.635496485,3,True,907d7a,green
web_form,2023-06-27 17:49:00.000000000,2023-07-01 15:20:04.635496485,2023-07-01 15:55:04.635496485,1,False,907d7a,green
web_form,2023-06-30 08:32:00.000000000,2023-07-01 15:55:04.635496485,2023-07-01 16:16:04.635496485,1,False,907d7a,green
email,2023-06-30 13:15:00.000000000,2023-07-01 16:17:04.635496485,2023-07-01 16:54:04.635496485,1,False,907d7a,green
email,2023-06-27 10:35:00.000000000,2023-07-01 16:57:04.635496485,2023-07-01 17:29:04.635496485,1,False,907d7a,green
email,2023-06-30 12:30:00.000000000,2023-07-02 08:36:00.000000000,2023-07-02 09:01:00.000000000,1,False,907d7a,green
email,2023-07-02 07:23:00.000000000,2023-07-02 09:06:00.000000000,2023-07-02 09:38:00.000000000,3,True,907d7a,green
web_form,2023-06-30 13:41:00.000000000,2023-07-02 09:40:00.000000000,2023-07-02 10:05:00.000000000,3,True,907d7a,green
web_form,2023-07-01 14:26:00.000000000,2023-07-02 10:10:00.000000000,2023-07-02 10:50:00.000000000,2,False,907d7a,green
email,2023-06-30 15:29:00.000000000,2023-07-02 10:51:00.000000000,2023-07-02 11:22:00.000000000,2,True,907d7a,green
web_form,2023-07-01 14:49:00.000000000,2023-07-02 11:24:00.000000000,2023-07-02 11:48:00.000000000,1,False,907d7a,green
web_form,2023-07-01 12:19:00.000000000,2023-07-02 11:53:00.000000000,2023-07-02 12:28:00.000000000,1,False,907d7a,green
web_form,2023-07-02 11:22:00.000000000,2023-07-02 13:37:40.946009428,2023-07-02 14:04:40.946009428,1,False,907d7a,green
email,2023-07-02 12:19:00.000000000,2023-07-02 14:07:40.946009428,2023-07-02 14:34:40.946009428,3,True,907d7a,green
email,2023-07-01 22:44:00.000000000,2023-07-02 14:42:40.946009428,2023-07-02 15:12:40.946009428,1,False,907d7a,green
email,2023-06-30 17:57:00.000000000,2023-07-02 15:18:40.946009428,2023-07-02 15:52:40.946009428,1,False,907d7a,green
web_form,2023-07-02 12:48:00.000000000,2023-07-02 15:55:40.946009428,2023-07-02 16:30:40.946009428,2,False,907d7a,green
email,2023-06-29 15:51:00.000000000,2023-07-02 16:36:40.946009428,2023-07-02 17:07:40.946009428,1,False,907d7a,green
email,2023-07-02 13:10:00.000000000,2023-07-03 08:38:00.000000000,2023-07-03 09:10:00.000000000,1,False,907d7a,green
web_form,2023-07-03 05:57:00.000000000,2023-07-03 09:13:00.000000000,2023-07-03 09:44:00.000000000,1,False,907d7a,green
web_form,2023-07-02 11:45:00.000000000,2023-07-03 09:48:00.000000000,2023-07-03 10:12:00.000000000,1,False,907d7a,green
web_form,2023-07-02 16:03:00.000000000,2023-07-03 10:14:00.000000000,2023-07-03 10:39:00.000000000,4,False,907d7a,green
email,2023-07-02 05:16:00.000000000,2023-07-03 10:43:00.000000000,2023-07-03 11:12:00.000000000,1,True,907d7a,green
email,2023-06-27 10:30:00.000000000,2023-07-03 11:16:00.000000000,2023-07-03 11:53:00.000000000,1,False,907d7a,green
live_chat,2023-07-03 12:46:36.920615062,2023-07-03 12:46:36.920615062,2023-07-03 13:11:36.920615062,1,False,907d7a,green
email,2023-07-01 19:26:00.000000000,2023-07-03 13:15:36.920615062,2023-07-03 13:45:36.920615062,1,False,907d7a,green
email,2023-07-02 16:43:00.000000000,2023-07-03 13:48:36.920615062,2023-07-03 14:23:36.920615062,4,True,907d7a,green
web_form,2023-07-02 09:40:00.000000000,2023-07-03 14:24:36.920615062,2023-07-03 14:55:36.920615062,1,False,907d7a,green
email,2023-07-03 11:21:00.000000000,2023-07-03 14:58:36.920615062,2023-07-03 15:31:36.920615062,1,False,907d7a,green
email,2023-07-02 10:24:00.000000000,2023-07-03 15:36:36.920615062,2023-07-03 16:12:36.920615062,3,True,907d7a,green
web_form,2023-06-30 15:22:00.000000000,2023-07-03 16:15:36.920615062,2023-07-03 16:38:36.920615062,4,True,907d7a,green
email,2023-07-03 16:12:00.000000000,2023-07-03 16:40:36.920615062,2023-07-03 17:12:36.920615062,1,False,907d7a,green
email,2023-07-04 07:33:00.000000000,2023-07-04 08:37:00.000000000,2023-07-04 08:57:00.000000000,1,False,907d7a,green
email,2023-07-03 16:10:00.000000000,2023-07-04 09:01:00.000000000,2023-07-04 09:34:00.000000000,2,False,907d7a,green
email,2023-07-04 08:03:00.000000000,2023-07-04 09:40:00.000000000,2023-07-04 10:24:00.000000000,2,False,907d7a,green
web_form,2023-07-01 04:29:00.000000000,2023-07-04 10:27:00.000000000,2023-07-04 10:57:00.000000000,3,False,907d7a,green
email,2023-07-03 16:57:00.000000000,2023-07-04 11:00:00.000000000,2023-07-04 11:43:00.000000000,3,True,907d7a,green
email,2023-06-30 14:49:00.000000000,2023-07-04 11:47:00.000000000,2023-07-04 12:24:00.000000000,4,True,907d7a,green
web_form,2023-07-03 12:03:00.000000000,2023-07-04 13:16:14.200139985,2023-07-04 14:00:14.200139985,2,False,907d7a,green
web_form,2023-07-04 12:54:00.000000000,2023-07-04 14:02:14.200139985,2023-07-04 14:37:14.200139985,1,False,907d7a,green
web_form,2023-07-04 14:21:00.000000000,2023-07-04 14:38:14.200139985,2023-07-04 15:07:14.200139985,4,True,907d7a,green
email,2023-07-04 14:01:00.000000000,2023-07-04 15:12:14.200139985,2023-07-04 15:40:14.200139985,1,False,907d7a,green
email,2023-07-03 10:21:00.000000000,2023-07-04 15:45:14.200139985,2023-07-04 16:21:14.200139985,1,True,907d7a,green
email,2023-07-03 07:50:00.000000000,2023-07-04 16:27:14.200139985,2023-07-04 16:56:14.200139985,1,False,907d7a,green
web_form,2023-07-04 09:10:00.000000000,2023-07-04 17:01:14.200139985,2023-07-04 17:30:14.200139985,2,False,907d7a,green
web_form,2023-07-04 18:20:00.000000000,2023-07-05 08:38:00.000000000,2023-07-05 09:17:00.000000000,1,False,907d7a,green
email,2023-07-04 18:54:00.000000000,2023-07-05 09:21:00.000000000,2023-07-05 09:52:00.000000000,1,True,907d7a,green
web_form,2023-07-04 13:30:00.000000000,2023-07-05 09:55:00.000000000,2023-07-05 10:15:00.000000000,3,True,907d7a,green
email,2023-07-02 15:22:00.000000000,2023-07-05 10:17:00.000000000,2023-07-05 10:49:00.000000000,1,False,907d7a,green
web_form,2023-07-04 07:08:00.000000000,2023-07-05 10:52:00.000000000,2023-07-05 11:31:00.000000000,1,False,907d7a,green
web_form,2023-07-04 14:53:00.000000000,2023-07-05 11:34:00.000000000,2023-07-05 12:08:00.000000000,1,True,907d7a,green
email,2023-07-02 14:14:00.000000000,2023-07-05 13:11:04.946518981,2023-07-05 13:47:04.946518981,1,True,907d7a,green
email,2023-07-02 17:30:00.000000000,2023-07-05 13:50:04.946518981,2023-07-05 14:24:04.946518981,1,False,907d7a,green
email,2023-07-05 10:29:00.000000000,2023-07-05 14:24:04.946518981,2023-07-05 15:03:04.946518981,1,False,907d7a,green
web_form,2023-07-05 14:21:00.000000000,2023-07-05 15:03:04.946518981,2023-07-05 15:40:04.946518981,1,False,907d7a,green
email,2023-07-05 11:43:00.000000000,2023-07-05 15:43:04.946518981,2023-07-05 16:18:04.946518981,4,True,907d7a,green
web_form,2023-07-03 20:21:00.000000000,2023-07-05 16:22:04.946518981,2023-07-05 16:59:04.946518981,2,True,907d7a,green
email,2023-07-05 11:05:00.000000000,2023-07-06 08:36:00.000000000,2023-07-06 09:06:00.000000000,1,False,907d7a,green
web_form,2023-07-05 13:56:00.000000000,2023-07-06 09:09:00.000000000,2023-07-06 09:54:00.000000000,1,False,907d7a,green
email,2023-07-04 13:43:00.000000000,2023-07-06 09:57:00.000000000,2023-07-06 10:32:00.000000000,3,True,907d7a,green
email,2023-07-05 17:44:00.000000000,2023-07-06 10:42:00.000000000,2023-07-06 11:06:00.000000000,1,False,907d7a,green
web_form,2023-07-05 16:14:00.000000000,2023-07-06 11:11:00.000000000,2023-07-06 11:44:00.000000000,1,False,907d7a,green
web_form,2023-07-05 11:19:00.000000000,2023-07-06 11:49:00.000000000,2023-07-06 12:23:00.000000000,4,True,907d7a,green
web_form,2023-07-06 12:04:00.000000000,2023-07-06 13:06:04.995980804,2023-07-06 13:39:04.995980804,3,True,907d7a,green
web_form,2023-07-05 08:20:00.000000000,2023-07-06 13:40:04.995980804,2023-07-06 14:07:04.995980804,1,False,907d7a,green
email,2023-07-06 07:00:00.000000000,2023-07-06 14:12:04.995980804,2023-07-06 14:51:04.995980804,4,False,907d7a,green
web_form,2023-07-06 11:15:00.000000000,2023-07-06 14:54:04.995980804,2023-07-06 15:34:04.995980804,3,True,907d7a,green
web_form,2023-07-02 17:30:00.000000000,2023-07-06 15:42:04.995980804,2023-07-06 16:12:04.995980804,2,True,907d7a,green
web_form,2023-07-06 06:06:00.000000000,2023-07-06 16:15:04.995980804,2023-07-06 16:44:04.995980804,2,False,907d7a,green
web_form,2023-07-06 10:09:00.000000000,2023-07-07 08:33:00.000000000,2023-07-07 09:02:00.000000000,3,True,907d7a,green
web_form,2023-07-04 09:48:00.000000000,2023-07-07 09:09:00.000000000,2023-07-07 09:30:00.000000000,2,False,907d7a,green
email,2023-07-04 22:02:00.000000000,2023-07-07 09:32:00.000000000,2023-07-07 10:01:00.000000000,4,False,907d7a,green
web_form,2023-06-30 18:46:00.000000000,2023-07-07 10:05:00.000000000,2023-07-07 10:35:00.000000000,1,False,907d7a,green
web_form,2023-07-07 07:10:00.000000000,2023-07-07 10:41:00.000000000,2023-07-07 11:10:00.000000000,2,True,907d7a,green
web_form,2023-07-04 17:23:00.000000000,2023-07-07 11:14:00.000000000,2023-07-07 11:38:00.000000000,2,False,907d7a,green
web_form,2023-07-06 13:41:00.000000000,2023-07-07 11:42:00.000000000,2023-07-07 12:08:00.000000000,4,True,907d7a,green
web_form,2023-07-06 12:04:00.000000000,2023-07-07 13:04:43.868866960,2023-07-07 13:41:43.868866960,1,False,907d7a,green
email,2023-07-05 20:05:00.000000000,2023-07-07 13:44:43.868866960,2023-07-07 14:10:43.868866960,2,False,907d7a,green
web_form,2023-07-04 11:00:00.000000000,2023-07-07 14:15:43.868866960,2023-07-07 14:39:43.868866960,1,False,907d7a,green
web_form,2023-07-05 04:14:00.000000000,2023-07-07 14:45:43.868866960,2023-07-07 15:15:43.868866960,3,True,907d7a,green
email,2023-07-04 06:54:00.000000000,2023-07-07 15:21:43.868866960,2023-07-07 15:59:43.868866960,1,False,907d7a,green
email,2023-07-05 12:09:00.000000000,2023-07-07 16:02:43.868866960,2023-07-07 16:45:43.868866960,1,False,907d7a,green
email,2023-07-07 14:45:00.000000000,2023-07-07 16:47:43.868866960,2023-07-07 17:22:43.868866960,1,False,907d7a,green
email,2023-07-06 12:23:00.000000000,2023-07-08 08:32:00.000000000,2023-07-08 09:13:00.000000000,1,False,907d7a,green
live_chat,2023-07-08 09:20:00.000000000,2023-07-08 09:20:00.000000000,2023-07-08 09:35:00.000000000,3,True,907d7a,green
email,2023-07-08 09:21:00.000000000,2023-07-08 09:44:00.000000000,2023-07-08 10:20:00.000000000,1,False,907d7a,green
email,2023-07-08 07:09:00.000000000,2023-07-08 10:24:00.000000000,2023-07-08 10:48:00.000000000,1,False,907d7a,green
web_form,2023-07-05 12:09:00.000000000,2023-07-08 10:53:00.000000000,2023-07-08 11:31:00.000000000,2,True,907d7a,green
email,2023-07-08 10:03:00.000000000,2023-07-08 11:38:00.000000000,2023-07-08 12:11:00.000000000,2,True,907d7a,green
email,2023-07-08 10:10:00.000000000,2023-07-08 13:21:18.310554820,2023-07-08 13:57:18.310554820,1,False,907d7a,green
web_form,2023-07-08 08:46:00.000000000,2023-07-08 14:01:18.310554820,2023-07-08 14:33:18.310554820,1,False,907d7a,green
web_form,2023-07-08 11:37:00.000000000,2023-07-08 14:36:18.310554820,2023-07-08 15:02:18.310554820,1,True,907d7a,green
email,2023-07-06 10:16:00.000000000,2023-07-08 15:09:18.310554820,2023-07-08 15:43:18.310554820,1,False,907d7a,green
web_form,2023-07-04 12:35:00.000000000,2023-07-08 15:49:18.310554820,2023-07-08 16:25:18.310554820,1,False,907d7a,green
web_form,2023-06-30 13:07:00.000000000,2023-07-08 16:29:18.310554820,2023-07-08 16:55:18.310554820,2,False,907d7a,green
web_form,2023-07-06 11:44:00.000000000,2023-07-09 08:34:00.000000000,2023-07-09 09:10:00.000000000,2,True,907d7a,green
web_form,2023-07-07 19:54:00.000000000,2023-07-09 09:12:00.000000000,2023-07-09 09:40:00.000000000,1,False,907d7a,green
web_form,2023-07-05 11:16:00.000000000,2023-07-09 09:40:00.000000000,2023-07-09 10:17:00.000000000,1,False,907d7a,green
web_form,2023-07-08 14:43:00.000000000,2023-07-09 10:23:00.000000000,2023-07-09 10:57:00.000000000,1,False,907d7a,green
email,2023-07-08 11:55:00.000000000,2023-07-09 11:03:00.000000000,2023-07-09 11:42:00.000000000,1,False,907d7a,green
email,2023-07-09 11:18:00.000000000,2023-07-09 11:46:00.000000000,2023-07-09 12:17:00.000000000,1,False,907d7a,green
web_form,2023-07-03 11:36:00.000000000,2023-07-09 13:16:34.024538184,2023-07-09 13:50:34.024538184,4,True,907d7a,green
web_form,2023-07-08 13:58:00.000000000,2023-07-09 13:55:34.024538184,2023-07-09 14:29:34.024538184,1,False,907d7a,green
web_form,2023-07-09 11:07:00.000000000,2023-07-09 14:37:34.024538184,2023-07-09 15:10:34.024538184,4,True,907d7a,green
web_form,2023-07-08 13:32:00.000000000,2023-07-09 15:15:34.024538184,2023-07-09 15:45:34.024538184,3,True,907d7a,green
email,2023-07-07 16:15:00.000000000,2023-07-09 15:52:34.024538184,2023-07-09 16:20:34.024538184,1,False,907d7a,green
web_form,2023-07-07 05:19:00.000000000,2023-07-09 16:26:34.024538184,2023-07-09 16:56:34.024538184,1,False,907d7a,green
web_form,2023-07-08 17:47:00.000000000,2023-07-10 08:34:00.000000000,2023-07-10 09:07:00.000000000,3,False,907d7a,green
